,County,Latitude,Longitude,Ocean Proximity,Population,Households,Average Income,Average House Value
7858,Los Angeles,34.19,-118.32,<1H OCEAN,1473,677,35269,282433
7859,Los Angeles,34.2,-118.32,<1H OCEAN,3142,1191,50853,327450
7860,Los Angeles,34.26,-118.32,<1H OCEAN,4114,1672,44625,207100
7861,Los Angeles,34.62,-118.32,INLAND,884,299,48409,264900
7862,Los Angeles,33.67,-118.31,NEAR OCEAN,611,242,53074,401900
7863,Los Angeles,33.72,-118.31,NEAR OCEAN,1372,459,41451,326700
7864,Los Angeles,33.73,-118.31,NEAR OCEAN,4090,1627,48354,360340
7865,Los Angeles,33.74,-118.31,NEAR OCEAN,3371,1392,44273,350600
7866,Los Angeles,33.75,-118.31,NEAR OCEAN,2334,830,54456,376850
7867,Los Angeles,33.76,-118.31,<1H OCEAN,1873,719,65704,414700
7868,Los Angeles,33.77,-118.31,<1H OCEAN,2757,936,66447,416800
7869,Los Angeles,33.78,-118.31,<1H OCEAN,2411,819,35804,383800
7870,Los Angeles,33.79,-118.31,<1H OCEAN,2085,834,33215,252350
7871,Los Angeles,33.8,-118.31,<1H OCEAN,5937,2208,36281,273367
7872,Los Angeles,33.81,-118.31,<1H OCEAN,2584,1063,42112,349300
7873,Los Angeles,33.82,-118.31,<1H OCEAN,4257,1513,43450,321767
7874,Los Angeles,33.83,-118.31,<1H OCEAN,4100,1613,28915,240467
7875,Los Angeles,33.84,-118.31,<1H OCEAN,4033,1218,31370,243700
7876,Los Angeles,33.86,-118.31,<1H OCEAN,1051,352,66632,325200
7877,Los Angeles,33.87,-118.31,<1H OCEAN,1545,625,47543,296300
7878,Los Angeles,33.88,-118.31,<1H OCEAN,4584,1885,29808,244625
7879,Los Angeles,33.89,-118.31,<1H OCEAN,2449,915,39548,226050
7880,Los Angeles,33.9,-118.31,<1H OCEAN,3746,1314,32174,188133
7881,Los Angeles,33.91,-118.31,<1H OCEAN,1499,468,40384,179500
7882,Los Angeles,33.92,-118.31,<1H OCEAN,672,219,48456,146400
7883,Los Angeles,33.93,-118.31,<1H OCEAN,3377,1012,49705,144550
7884,Los Angeles,33.94,-118.31,<1H OCEAN,5362,1861,31178,145833
7885,Los Angeles,33.95,-118.31,<1H OCEAN,3465,1069,40349,138033
7886,Los Angeles,33.96,-118.31,<1H OCEAN,7850,2787,31521,133700
7887,Los Angeles,33.97,-118.31,<1H OCEAN,3617,1282,32068,132175
7888,Los Angeles,33.98,-118.31,<1H OCEAN,4329,1496,29869,104720
7889,Los Angeles,33.99,-118.31,<1H OCEAN,4619,1559,21169,108160
7890,Los Angeles,34.0,-118.31,<1H OCEAN,5432,1616,19282,122000
7891,Los Angeles,34.01,-118.31,<1H OCEAN,6235,2148,22408,118880
7892,Los Angeles,34.02,-118.31,<1H OCEAN,10017,3167,18090,110422
7893,Los Angeles,34.03,-118.31,<1H OCEAN,6954,2354,18074,142540
7894,Los Angeles,34.04,-118.31,<1H OCEAN,7790,2215,22052,206950
7895,Los Angeles,34.05,-118.31,<1H OCEAN,9145,2646,23948,332200
7896,Los Angeles,34.06,-118.31,<1H OCEAN,18516,7212,19107,372656
7897,Los Angeles,34.07,-118.31,<1H OCEAN,12360,4656,22949,354325
7898,Los Angeles,34.08,-118.31,<1H OCEAN,9923,3202,24956,265183
7899,Los Angeles,34.09,-118.31,<1H OCEAN,14482,4355,17843,195414
7900,Los Angeles,34.1,-118.31,<1H OCEAN,9258,3357,16383,254375
7901,Los Angeles,34.11,-118.31,<1H OCEAN,735,293,58659,433300
7902,Los Angeles,34.12,-118.31,<1H OCEAN,1271,536,80073,500001
7903,Los Angeles,34.13,-118.31,<1H OCEAN,907,414,72692,498700
7904,Los Angeles,34.16,-118.31,<1H OCEAN,2177,982,35788,332150
7905,Los Angeles,34.17,-118.31,<1H OCEAN,4640,1723,27949,218850
7906,Los Angeles,34.18,-118.31,<1H OCEAN,1700,851,31587,181300
7907,Los Angeles,34.19,-118.31,<1H OCEAN,4778,2305,29505,290767
7908,Los Angeles,34.2,-118.31,<1H OCEAN,778,278,50865,349600
7909,Los Angeles,34.22,-118.31,<1H OCEAN,3199,1100,71262,446200
7910,Los Angeles,34.26,-118.31,<1H OCEAN,4434,1714,42041,198740
7911,Los Angeles,34.27,-118.31,<1H OCEAN,759,291,60808,215600
7912,Los Angeles,34.28,-118.31,<1H OCEAN,1810,633,51145,219900
7913,Kern,35.74,-118.31,INLAND,799,335,18419,92300
7914,Inyo,36.94,-118.31,INLAND,861,371,23250,80600
7915,Los Angeles,33.72,-118.3,NEAR OCEAN,4014,1590,43300,294233
7916,Los Angeles,33.73,-118.3,NEAR OCEAN,3300,1551,35028,275233
7917,Los Angeles,33.74,-118.3,NEAR OCEAN,5768,2425,35370,268400
7918,Los Angeles,33.75,-118.3,<1H OCEAN,4324,1487,45056,289550
7919,Los Angeles,33.76,-118.3,<1H OCEAN,7014,2900,54516,287850
7920,Los Angeles,33.77,-118.3,<1H OCEAN,2831,769,29571,346200
7921,Los Angeles,33.78,-118.3,<1H OCEAN,1172,519,46207,304100
7922,Los Angeles,33.79,-118.3,<1H OCEAN,7384,2584,28960,205075
7923,Los Angeles,33.8,-118.3,<1H OCEAN,2970,915,42249,207250
7924,Los Angeles,33.81,-118.3,<1H OCEAN,3008,1038,53220,282700
7925,Los Angeles,33.82,-118.3,<1H OCEAN,5866,1558,26870,191300
7926,Los Angeles,33.83,-118.3,<1H OCEAN,3405,1279,33662,233250
7927,Los Angeles,33.84,-118.3,<1H OCEAN,1446,505,48209,236000
7928,Los Angeles,33.85,-118.3,<1H OCEAN,142,40,23942,200000
7929,Los Angeles,33.86,-118.3,<1H OCEAN,1936,677,50760,240750
7930,Los Angeles,33.87,-118.3,<1H OCEAN,2333,943,41119,224800
7931,Los Angeles,33.88,-118.3,<1H OCEAN,4136,1552,34732,234675
7932,Los Angeles,33.89,-118.3,<1H OCEAN,3175,1352,31590,212950
7933,Los Angeles,33.9,-118.3,<1H OCEAN,7668,2572,33107,196975
7934,Los Angeles,33.91,-118.3,<1H OCEAN,3021,920,28164,163850
7935,Los Angeles,33.92,-118.3,<1H OCEAN,1258,380,30139,154700
7936,Los Angeles,33.93,-118.3,<1H OCEAN,6019,1714,23989,130225
7937,Los Angeles,33.94,-118.3,<1H OCEAN,3911,1300,22896,107100
7938,Los Angeles,33.95,-118.3,<1H OCEAN,6663,1898,19362,102260
7939,Los Angeles,33.96,-118.3,<1H OCEAN,3780,1336,31513,121067
7940,Los Angeles,33.97,-118.3,<1H OCEAN,3781,1191,25489,110450
7941,Los Angeles,33.98,-118.3,<1H OCEAN,5083,1658,25086,96140
7942,Los Angeles,33.99,-118.3,<1H OCEAN,7680,2114,18730,96340
7943,Los Angeles,34.0,-118.3,<1H OCEAN,6006,1873,19220,120450
7944,Los Angeles,34.01,-118.3,<1H OCEAN,6541,1958,20906,126150
7945,Los Angeles,34.02,-118.3,<1H OCEAN,9613,2733,15947,117080
7946,Los Angeles,34.03,-118.3,<1H OCEAN,7367,1983,21265,161975
7947,Los Angeles,34.04,-118.3,<1H OCEAN,7021,1746,18978,164450
7948,Los Angeles,34.05,-118.3,<1H OCEAN,14155,4116,19728,164300
7949,Los Angeles,34.06,-118.3,<1H OCEAN,16645,5859,18362,238283
7950,Los Angeles,34.07,-118.3,<1H OCEAN,23306,8261,23625,251183
7951,Los Angeles,34.08,-118.3,<1H OCEAN,10248,3007,20017,234100
7952,Los Angeles,34.09,-118.3,<1H OCEAN,16052,4749,19500,226960
7953,Los Angeles,34.1,-118.3,<1H OCEAN,22772,9121,18360,250967
7954,Los Angeles,34.11,-118.3,<1H OCEAN,2426,1049,63195,463967
7955,Los Angeles,34.16,-118.3,<1H OCEAN,3270,1257,30332,250200
7956,Los Angeles,34.17,-118.3,<1H OCEAN,4936,1601,34578,197475
7957,Los Angeles,34.18,-118.3,<1H OCEAN,7290,3277,32089,212000
7958,Los Angeles,34.19,-118.3,<1H OCEAN,4620,1811,43965,320725
7959,Los Angeles,34.25,-118.3,<1H OCEAN,1547,553,38678,187000
7960,Los Angeles,34.26,-118.3,<1H OCEAN,5320,1930,38646,187880
7961,Inyo,37.17,-118.3,INLAND,1541,636,27500,94500
7962,Los Angeles,33.71,-118.29,NEAR OCEAN,4813,2158,39193,350225
7963,Los Angeles,33.72,-118.29,NEAR OCEAN,3157,1465,33260,245600
7964,Los Angeles,33.73,-118.29,NEAR OCEAN,6384,2581,26974,241875
7965,Los Angeles,33.74,-118.29,NEAR OCEAN,4602,1664,22872,241525
7966,Los Angeles,33.75,-118.29,NEAR OCEAN,2125,671,26413,205650
7967,Los Angeles,33.79,-118.29,<1H OCEAN,3806,1446,26714,159800
7968,Los Angeles,33.8,-118.29,<1H OCEAN,4185,1582,45260,329400
7969,Los Angeles,33.81,-118.29,<1H OCEAN,3993,1412,50532,218200
7970,Los Angeles,33.82,-118.29,<1H OCEAN,2689,913,34375,218800
7971,Los Angeles,33.83,-118.29,<1H OCEAN,2819,893,41378,216500
7972,Los Angeles,33.84,-118.29,<1H OCEAN,6457,2068,42024,200450
7973,Los Angeles,33.85,-118.29,<1H OCEAN,1378,377,19049,222200
7974,Los Angeles,33.87,-118.29,<1H OCEAN,864,317,43810,238700
7975,Los Angeles,33.88,-118.29,<1H OCEAN,8124,2662,34063,218125
7976,Los Angeles,33.89,-118.29,<1H OCEAN,4255,1700,35166,209233
7977,Los Angeles,33.9,-118.29,<1H OCEAN,2270,748,31175,160700
7978,Los Angeles,33.91,-118.29,<1H OCEAN,4675,1481,28719,161700
7979,Los Angeles,33.92,-118.29,<1H OCEAN,5550,1541,36582,145925
7980,Los Angeles,33.93,-118.29,<1H OCEAN,6961,1957,23574,126600
7981,Los Angeles,33.94,-118.29,<1H OCEAN,5652,1796,20270,111450
7982,Los Angeles,33.95,-118.29,<1H OCEAN,8414,2302,19261,98860
7983,Los Angeles,33.96,-118.29,<1H OCEAN,8866,2581,14700,110225
7984,Los Angeles,33.97,-118.29,<1H OCEAN,3452,1094,26471,120750
7985,Los Angeles,33.98,-118.29,<1H OCEAN,8088,2316,17306,101433
7986,Los Angeles,33.99,-118.29,<1H OCEAN,5843,1692,20328,110000
7987,Los Angeles,34.0,-118.29,<1H OCEAN,6861,1983,19375,113640
7988,Los Angeles,34.01,-118.29,<1H OCEAN,6297,1695,15738,134400
7989,Los Angeles,34.02,-118.29,<1H OCEAN,3570,1010,16216,130050
7990,Los Angeles,34.03,-118.29,<1H OCEAN,11487,3810,15322,166250
7991,Los Angeles,34.04,-118.29,<1H OCEAN,7192,1796,21719,130460
7992,Los Angeles,34.05,-118.29,<1H OCEAN,14864,4377,18546,222600
7993,Los Angeles,34.06,-118.29,<1H OCEAN,17638,5595,18528,196500
7994,Los Angeles,34.07,-118.29,<1H OCEAN,9486,3802,20681,239050
7995,Los Angeles,34.08,-118.29,<1H OCEAN,11339,3564,18848,225100
7996,Los Angeles,34.09,-118.29,<1H OCEAN,17719,5395,19769,197288
7997,Los Angeles,34.1,-118.29,<1H OCEAN,3099,1241,30548,227400
7998,Los Angeles,34.11,-118.29,<1H OCEAN,5699,2947,53827,393480
7999,Los Angeles,34.16,-118.29,<1H OCEAN,2132,758,37535,223233
8000,Los Angeles,34.17,-118.29,<1H OCEAN,5743,1915,31911,252100
8001,Los Angeles,34.18,-118.29,<1H OCEAN,4827,1850,42168,310167
8002,Los Angeles,34.25,-118.29,<1H OCEAN,4964,1901,27761,168250
8003,Los Angeles,34.26,-118.29,<1H OCEAN,1845,612,40080,191100
8004,Los Angeles,34.36,-118.29,INLAND,275,68,45491,375000
8005,Los Angeles,34.65,-118.29,INLAND,2837,1221,33173,218400
8006,Los Angeles,33.68,-118.28,NEAR OCEAN,1624,510,37282,287500
8007,Los Angeles,33.73,-118.28,NEAR OCEAN,5495,1782,20524,234967
8008,Los Angeles,33.74,-118.28,NEAR OCEAN,4515,1292,13856,266033
8009,Los Angeles,33.75,-118.28,NEAR OCEAN,3729,1203,18390,194200
8010,Los Angeles,33.77,-118.28,<1H OCEAN,374,65,29063,146900
8011,Los Angeles,33.78,-118.28,<1H OCEAN,2991,851,32063,164600
8012,Los Angeles,33.79,-118.28,<1H OCEAN,3090,844,38412,179650
8013,Los Angeles,33.8,-118.28,<1H OCEAN,1207,335,40000,165500
8014,Los Angeles,33.81,-118.28,<1H OCEAN,2046,488,52034,212400
8015,Los Angeles,33.82,-118.28,<1H OCEAN,6493,1779,47794,211400
8016,Los Angeles,33.83,-118.28,<1H OCEAN,4604,1464,40090,185050
8017,Los Angeles,33.84,-118.28,<1H OCEAN,1697,546,38633,187900
8018,Los Angeles,33.85,-118.28,<1H OCEAN,403,97,51440,180800
8019,Los Angeles,33.88,-118.28,<1H OCEAN,2047,591,26618,179700
8020,Los Angeles,33.91,-118.28,<1H OCEAN,642,162,26546,159600
8021,Los Angeles,33.92,-118.28,<1H OCEAN,4049,1096,24385,120425
8022,Los Angeles,33.93,-118.28,<1H OCEAN,4516,1176,20604,97650
8023,Los Angeles,33.94,-118.28,<1H OCEAN,4422,1237,18884,94160
8024,Los Angeles,33.95,-118.28,<1H OCEAN,2857,716,17770,90500
8025,Los Angeles,33.96,-118.28,<1H OCEAN,10287,2739,16481,98300
8026,Los Angeles,33.97,-118.28,<1H OCEAN,12488,3215,16343,99333
8027,Los Angeles,33.98,-118.28,<1H OCEAN,5322,1501,15374,99280
8028,Los Angeles,33.99,-118.28,<1H OCEAN,10722,2854,17451,100214
8029,Los Angeles,34.0,-118.28,<1H OCEAN,12204,3204,18052,112614
8030,Los Angeles,34.01,-118.28,<1H OCEAN,8044,2117,18021,135060
8031,Los Angeles,34.02,-118.28,<1H OCEAN,4670,687,15252,231700
8032,Los Angeles,34.03,-118.28,<1H OCEAN,10283,2659,15723,207740
8033,Los Angeles,34.04,-118.28,<1H OCEAN,10721,2799,18160,169767
8034,Los Angeles,34.05,-118.28,<1H OCEAN,16352,4192,14969,199843
8035,Los Angeles,34.06,-118.28,<1H OCEAN,12396,3877,13680,230000
8036,Los Angeles,34.07,-118.28,<1H OCEAN,14884,5679,22045,211440
8037,Los Angeles,34.08,-118.28,<1H OCEAN,8266,2886,28665,193540
8038,Los Angeles,34.09,-118.28,<1H OCEAN,5944,2282,25699,204875
8039,Los Angeles,34.1,-118.28,<1H OCEAN,4930,2036,30714,238050
8040,Los Angeles,34.11,-118.28,<1H OCEAN,4539,2364,41910,408800
8041,Los Angeles,34.12,-118.28,<1H OCEAN,836,337,128763,500001
8042,Los Angeles,34.16,-118.28,<1H OCEAN,605,282,29491,257400
8043,Los Angeles,34.17,-118.28,<1H OCEAN,2688,1069,46006,293750
8044,Los Angeles,34.18,-118.28,<1H OCEAN,2926,1047,65357,390133
8045,Los Angeles,34.24,-118.28,<1H OCEAN,2821,1069,50342,290250
8046,Los Angeles,34.25,-118.28,<1H OCEAN,3052,1176,30625,179850
8047,Los Angeles,34.26,-118.28,<1H OCEAN,486,167,49833,213000
8048,Los Angeles,34.76,-118.28,INLAND,1817,571,47875,163600
8049,Los Angeles,33.76,-118.27,NEAR OCEAN,32,7,31250,112500
8050,Los Angeles,33.77,-118.27,NEAR OCEAN,4682,1073,17666,145950
8051,Los Angeles,33.78,-118.27,<1H OCEAN,4426,1110,25262,167300
8052,Los Angeles,33.79,-118.27,<1H OCEAN,7877,2193,28965,174320
8053,Los Angeles,33.8,-118.27,<1H OCEAN,4267,1200,41004,196800
8054,Los Angeles,33.81,-118.27,<1H OCEAN,3710,1105,40909,156667
8055,Los Angeles,33.82,-118.27,<1H OCEAN,6218,1514,44756,186740
8056,Los Angeles,33.83,-118.27,<1H OCEAN,2340,671,37584,193700
8057,Los Angeles,33.84,-118.27,<1H OCEAN,3728,1252,39227,208600
8058,Los Angeles,33.86,-118.27,<1H OCEAN,4300,981,48931,177400
8059,Los Angeles,33.87,-118.27,<1H OCEAN,3244,1113,42768,181400
8060,Los Angeles,33.89,-118.27,<1H OCEAN,1349,370,44659,138100
8061,Los Angeles,33.91,-118.27,<1H OCEAN,4330,1352,21741,111933
8062,Los Angeles,33.92,-118.27,<1H OCEAN,3757,940,21299,96300
8063,Los Angeles,33.93,-118.27,<1H OCEAN,3370,938,18916,90800
8064,Los Angeles,33.94,-118.27,<1H OCEAN,7949,2110,15880,92486
8065,Los Angeles,33.95,-118.27,<1H OCEAN,7784,2228,19153,96143
8066,Los Angeles,33.96,-118.27,<1H OCEAN,3852,989,13135,90400
8067,Los Angeles,33.97,-118.27,<1H OCEAN,5097,1347,16237,96100
8068,Los Angeles,33.98,-118.27,<1H OCEAN,7640,1935,16086,97550
8069,Los Angeles,33.99,-118.27,<1H OCEAN,4195,977,17638,99725
8070,Los Angeles,34.0,-118.27,<1H OCEAN,9229,2342,17812,104367
8071,Los Angeles,34.01,-118.27,<1H OCEAN,7683,1734,16105,119900
8072,Los Angeles,34.02,-118.27,<1H OCEAN,5217,1192,17058,137333
8073,Los Angeles,34.03,-118.27,<1H OCEAN,2508,624,17330,150000
8074,Los Angeles,34.04,-118.27,<1H OCEAN,2158,682,17038,118100
8075,Los Angeles,34.05,-118.27,<1H OCEAN,11035,3158,16325,225000
8076,Los Angeles,34.06,-118.27,<1H OCEAN,14215,4191,15022,179167
8077,Los Angeles,34.07,-118.27,<1H OCEAN,9923,2627,21285,172000
8078,Los Angeles,34.08,-118.27,<1H OCEAN,7160,2146,27250,181400
8079,Los Angeles,34.09,-118.27,<1H OCEAN,5418,2549,39029,264340
8080,Los Angeles,34.1,-118.27,<1H OCEAN,3239,1635,56456,379633
8081,Los Angeles,34.11,-118.27,<1H OCEAN,4171,2262,34798,312000
8082,Los Angeles,34.12,-118.27,<1H OCEAN,1089,417,35750,230600
8083,Los Angeles,34.13,-118.27,<1H OCEAN,2478,834,25231,219600
8084,Los Angeles,34.14,-118.27,<1H OCEAN,3345,1318,28880,189750
8085,Los Angeles,34.15,-118.27,<1H OCEAN,7670,2570,29795,224275
8086,Los Angeles,34.16,-118.27,<1H OCEAN,6040,2308,34137,264360
8087,Los Angeles,34.17,-118.27,<1H OCEAN,2562,891,67545,409567
8088,Los Angeles,34.18,-118.27,<1H OCEAN,1158,399,62976,498400
8089,Los Angeles,34.22,-118.27,<1H OCEAN,3141,1150,72812,462200
8090,Los Angeles,34.24,-118.27,<1H OCEAN,1050,390,63688,277600
8091,Los Angeles,34.25,-118.27,<1H OCEAN,2823,1050,46432,236350
8092,Los Angeles,34.27,-118.27,<1H OCEAN,2363,888,61946,276100
8093,Los Angeles,34.46,-118.27,INLAND,1119,370,47437,294000
8094,Los Angeles,34.68,-118.27,INLAND,314,106,32125,185400
8095,Kern,34.92,-118.27,INLAND,422,159,29583,91700
8096,Los Angeles,33.77,-118.26,NEAR OCEAN,809,219,24545,164200
8097,Los Angeles,33.78,-118.26,NEAR OCEAN,8443,2193,20662,164250
8098,Los Angeles,33.79,-118.26,<1H OCEAN,1879,456,45244,193550
8099,Los Angeles,33.8,-118.26,<1H OCEAN,1658,456,31779,171100
8100,Los Angeles,33.82,-118.26,<1H OCEAN,4753,1033,36477,117400
8101,Los Angeles,33.83,-118.26,<1H OCEAN,5275,1470,40029,188400
8102,Los Angeles,33.85,-118.26,<1H OCEAN,5645,1655,54175,202250
8103,Los Angeles,33.88,-118.26,<1H OCEAN,2160,641,39646,116733
8104,Los Angeles,33.89,-118.26,<1H OCEAN,1998,572,32090,115150
8105,Los Angeles,33.9,-118.26,<1H OCEAN,1735,540,30165,111300
8106,Los Angeles,33.91,-118.26,<1H OCEAN,2709,826,24538,102150
8107,Los Angeles,33.92,-118.26,<1H OCEAN,2810,887,18898,101750
8108,Los Angeles,33.93,-118.26,<1H OCEAN,3064,924,13833,97800
8109,Los Angeles,33.94,-118.26,<1H OCEAN,3734,1040,18972,94375
8110,Los Angeles,33.95,-118.26,<1H OCEAN,4623,1413,15351,95200
8111,Los Angeles,33.96,-118.26,<1H OCEAN,4623,1336,15563,94775
8112,Los Angeles,33.97,-118.26,<1H OCEAN,6443,1922,16348,95933
8113,Los Angeles,33.98,-118.26,<1H OCEAN,854,188,12315,98200
8114,Los Angeles,33.99,-118.26,<1H OCEAN,5689,1344,16888,98667
8115,Los Angeles,34.0,-118.26,<1H OCEAN,5717,1541,14790,99833
8116,Los Angeles,34.01,-118.26,<1H OCEAN,8835,1959,17847,112140
8117,Los Angeles,34.02,-118.26,<1H OCEAN,12706,2723,18601,117975
8118,Los Angeles,34.03,-118.26,<1H OCEAN,287,68,12096,100000
8119,Los Angeles,34.04,-118.26,<1H OCEAN,1051,473,24620,162500
8120,Los Angeles,34.05,-118.26,<1H OCEAN,41,27,40972,500001
8121,Los Angeles,34.06,-118.26,<1H OCEAN,10495,2869,18011,145760
8122,Los Angeles,34.07,-118.26,<1H OCEAN,10708,2854,23486,187257
8123,Los Angeles,34.08,-118.26,<1H OCEAN,9847,2899,24302,178533
8124,Los Angeles,34.09,-118.26,<1H OCEAN,3321,1121,37441,260100
8125,Los Angeles,34.1,-118.26,<1H OCEAN,2110,771,38650,334300
8126,Los Angeles,34.11,-118.26,<1H OCEAN,2194,838,36170,240800
8127,Los Angeles,34.12,-118.26,<1H OCEAN,4421,1615,32349,220433
8128,Los Angeles,34.13,-118.26,<1H OCEAN,4222,1524,21287,214667
8129,Los Angeles,34.14,-118.26,<1H OCEAN,7199,2337,26126,233150
8130,Los Angeles,34.15,-118.26,<1H OCEAN,6019,2384,28991,226133
8131,Los Angeles,34.16,-118.26,<1H OCEAN,6011,2859,33989,230500
8132,Los Angeles,34.17,-118.26,<1H OCEAN,2593,1337,38576,318600
8133,Los Angeles,34.18,-118.26,<1H OCEAN,5459,2017,81657,500001
8134,Los Angeles,34.23,-118.26,<1H OCEAN,2192,798,58549,266500
8135,Los Angeles,34.24,-118.26,<1H OCEAN,3385,1166,57514,314475
8136,Los Angeles,34.5,-118.26,INLAND,2275,790,47778,340400
8137,Los Angeles,33.78,-118.25,NEAR OCEAN,511,133,14444,182100
8138,Los Angeles,33.79,-118.25,NEAR OCEAN,6422,1472,24352,139075
8139,Los Angeles,33.8,-118.25,<1H OCEAN,1274,396,33500,163100
8140,Los Angeles,33.84,-118.25,<1H OCEAN,1032,364,38125,208100
8141,Los Angeles,33.86,-118.25,<1H OCEAN,1852,452,60531,186400
8142,Los Angeles,33.87,-118.25,<1H OCEAN,3704,1216,42500,169200
8143,Los Angeles,33.88,-118.25,<1H OCEAN,1042,254,22121,98600
8144,Los Angeles,33.89,-118.25,<1H OCEAN,6347,1520,29620,105300
8145,Los Angeles,33.9,-118.25,<1H OCEAN,3882,1158,25800,103650
8146,Los Angeles,33.91,-118.25,<1H OCEAN,2088,666,33014,114400
8147,Los Angeles,33.92,-118.25,<1H OCEAN,2844,896,26824,102350
8148,Los Angeles,33.93,-118.25,<1H OCEAN,6804,1658,19634,94000
8149,Los Angeles,33.94,-118.25,<1H OCEAN,4073,1150,14907,94000
8150,Los Angeles,33.95,-118.25,<1H OCEAN,6593,1691,13347,95820
8151,Los Angeles,33.96,-118.25,<1H OCEAN,4825,1331,19861,100575
8152,Los Angeles,33.97,-118.25,<1H OCEAN,8212,1945,17803,107250
8153,Los Angeles,33.98,-118.25,<1H OCEAN,10241,2238,19631,113067
8154,Los Angeles,33.99,-118.25,<1H OCEAN,8224,1872,16646,99900
8155,Los Angeles,34.0,-118.25,<1H OCEAN,9282,2137,16672,100200
8156,Los Angeles,34.01,-118.25,<1H OCEAN,9284,2062,14685,100243
8157,Los Angeles,34.02,-118.25,<1H OCEAN,8649,1880,20527,124800
8158,Los Angeles,34.03,-118.25,<1H OCEAN,1655,368,21905,124000
8159,Los Angeles,34.05,-118.25,<1H OCEAN,3318,2602,7453,312500
8160,Los Angeles,34.06,-118.25,<1H OCEAN,2009,1170,28778,275000
8161,Los Angeles,34.07,-118.25,<1H OCEAN,8441,2354,21379,179675
8162,Los Angeles,34.08,-118.25,<1H OCEAN,3225,1036,23622,184600
8163,Los Angeles,34.09,-118.25,<1H OCEAN,5847,2147,32131,201040
8164,Los Angeles,34.1,-118.25,<1H OCEAN,2247,1022,31717,220800
8165,Los Angeles,34.11,-118.25,<1H OCEAN,5050,1540,30164,188250
8166,Los Angeles,34.12,-118.25,<1H OCEAN,2445,576,26872,167200
8167,Los Angeles,34.13,-118.25,<1H OCEAN,4997,1755,22970,239067
8168,Los Angeles,34.14,-118.25,<1H OCEAN,10763,3623,20956,219575
8169,Los Angeles,34.15,-118.25,<1H OCEAN,5606,3064,25320,201300
8170,Los Angeles,34.16,-118.25,<1H OCEAN,5364,2647,37952,282700
8171,Los Angeles,34.17,-118.25,<1H OCEAN,631,275,51242,372900
8172,Los Angeles,34.22,-118.25,<1H OCEAN,2605,917,46715,284100
8173,Los Angeles,34.23,-118.25,<1H OCEAN,4769,1821,45866,261600
8174,Los Angeles,34.25,-118.25,<1H OCEAN,1392,480,49355,336900
8175,Los Angeles,33.78,-118.24,NEAR OCEAN,784,162,22500,152300
8176,Los Angeles,33.8,-118.24,NEAR OCEAN,788,143,36161,131300
8177,Los Angeles,33.83,-118.24,<1H OCEAN,4721,1342,48438,213100
8178,Los Angeles,33.85,-118.24,<1H OCEAN,5237,1496,59684,193300
8179,Los Angeles,33.88,-118.24,<1H OCEAN,1207,351,24821,111000
8180,Los Angeles,33.89,-118.24,<1H OCEAN,2377,601,24002,99600
8181,Los Angeles,33.9,-118.24,<1H OCEAN,3949,1048,21871,96800
8182,Los Angeles,33.91,-118.24,<1H OCEAN,4294,1074,19420,97250
8183,Los Angeles,33.92,-118.24,<1H OCEAN,2328,593,26548,99967
8184,Los Angeles,33.93,-118.24,<1H OCEAN,3031,807,15560,88850
8185,Los Angeles,33.94,-118.24,<1H OCEAN,4406,946,16073,90000
8186,Los Angeles,33.95,-118.24,<1H OCEAN,5358,1348,13403,96440
8187,Los Angeles,33.96,-118.24,<1H OCEAN,8028,1767,20280,102033
8188,Los Angeles,33.97,-118.24,<1H OCEAN,8091,1691,23018,115020
8189,Los Angeles,33.98,-118.24,<1H OCEAN,4202,876,22882,115000
8190,Los Angeles,33.99,-118.24,<1H OCEAN,4075,818,20301,100500
8191,Los Angeles,34.0,-118.24,<1H OCEAN,3218,749,12884,96900
8192,Los Angeles,34.01,-118.24,<1H OCEAN,2959,611,20164,111400
8193,Los Angeles,34.02,-118.24,<1H OCEAN,571,114,18485,90600
8194,Los Angeles,34.03,-118.24,<1H OCEAN,137,45,18333,312500
8195,Los Angeles,34.04,-118.24,<1H OCEAN,171,92,10769,112500
8196,Los Angeles,34.05,-118.24,<1H OCEAN,1823,669,8288,181300
8197,Los Angeles,34.06,-118.24,<1H OCEAN,4834,1688,13200,200000
8198,Los Angeles,34.07,-118.24,<1H OCEAN,249,82,16136,137500
8199,Los Angeles,34.08,-118.24,<1H OCEAN,151,48,45047,162500
8200,Los Angeles,34.1,-118.24,<1H OCEAN,1688,432,31691,141300
8201,Los Angeles,34.11,-118.24,<1H OCEAN,2938,759,24923,177750
8202,Los Angeles,34.12,-118.24,<1H OCEAN,4246,1100,22275,175733
8203,Los Angeles,34.13,-118.24,<1H OCEAN,3247,1207,43610,262400
8204,Los Angeles,34.14,-118.24,<1H OCEAN,12932,4432,23963,232520
8205,Los Angeles,34.15,-118.24,<1H OCEAN,11240,4419,27817,234340
8206,Los Angeles,34.16,-118.24,<1H OCEAN,3179,1266,66292,364925
8207,Los Angeles,34.2,-118.24,<1H OCEAN,1282,455,55756,309900
8208,Los Angeles,34.21,-118.24,<1H OCEAN,1888,829,35777,245600
8209,Los Angeles,34.22,-118.24,<1H OCEAN,3429,1326,43781,252400
8210,Los Angeles,34.23,-118.24,<1H OCEAN,2163,786,54867,299667
