,longitude,latitude,population,households,median_income,median_house_value,ocean_proximity,County
6561,-119.05,36.07,1238,504,1.7756,62900,INLAND,Tulare County
6562,-119.05,36.09,1749,568,4.0217,99200,INLAND,Tulare County
6563,-119.04,34.22,2079,545,4.6458,222800,<1H OCEAN,Ventura County
6564,-119.04,34.23,4199,1554,5.0145,246600,<1H OCEAN,Ventura County
6565,-119.04,34.24,4169,1188,5.9316,311900,<1H OCEAN,Ventura County
6566,-119.04,34.28,863,255,4.5833,500001,<1H OCEAN,Ventura County
6567,-119.04,34.34,334,96,5.3582,281300,<1H OCEAN,Ventura County
6568,-119.04,35.31,1267,388,4.1957,92700,INLAND,Kern County
6569,-119.04,35.32,34,8,1.2,50000,INLAND,Kern County
6570,-119.04,35.35,3029,1201,2.86985,79000,INLAND,Kern County
6571,-119.04,35.36,1822,717,2.43985,68200,INLAND,Kern County
6572,-119.04,35.37,1381,597,2.5284,79000,INLAND,Kern County
6573,-119.04,35.41,2466,1067,2.2106,68450,INLAND,Kern County
6574,-119.04,35.42,913,358,1.8403,54700,INLAND,Kern County
6575,-119.04,35.95,994,222,1.8462,55800,INLAND,Tulare County
6576,-119.04,35.96,1343,277,1.875,51700,INLAND,Tulare County
6577,-119.04,36.07,3020,1037,1.9085,65000,INLAND,Tulare County
6578,-119.04,36.09,1238,429,3.0278,77400,INLAND,Tulare County
6579,-119.03,34.21,2398,684,5.3044,319000,<1H OCEAN,Ventura County
6580,-119.03,34.22,2220,645,4.7831,214200,<1H OCEAN,Ventura County
6581,-119.03,34.23,4325,1300,5.47675,261050,<1H OCEAN,Ventura County
6582,-119.03,34.24,1776,544,5.687,238100,<1H OCEAN,Ventura County
6583,-119.03,34.25,1483,496,6.196,340600,<1H OCEAN,Ventura County
6584,-119.03,35.3,447,173,4.1484,102900,INLAND,Kern County
6585,-119.03,35.32,1294,523,2.5575,100200,INLAND,Kern County
6586,-119.03,35.33,1627,680,2.7083,84700,INLAND,Kern County
6587,-119.03,35.34,2810,1024,2.8871,70200,INLAND,Kern County
6588,-119.03,35.35,695,275,2.6875,73700,INLAND,Kern County
6589,-119.03,35.36,2319,983,2.9384,79050,INLAND,Kern County
6590,-119.03,35.37,1589,719,2.16495,99450,INLAND,Kern County
6591,-119.03,35.38,1383,670,2.8656,119450,INLAND,Kern County
6592,-119.03,35.39,1593,763,2.9821,118700,INLAND,Kern County
6593,-119.03,35.4,1566,583,2.1818,63500,INLAND,Kern County
6594,-119.03,35.41,1916,738,1.9094,53750,INLAND,Kern County
6595,-119.03,35.42,3150,1295,2.269433333,61633.33333,INLAND,Kern County
6596,-119.03,35.45,1748,582,4.3162,87100,INLAND,Kern County
6597,-119.03,36.06,1405,422,2.162,51900,INLAND,Tulare County
6598,-119.03,36.07,1908,642,2.4167,77600,INLAND,Tulare County
6599,-119.03,36.08,2472,929,2.9722,74150,INLAND,Tulare County
6600,-119.03,36.13,1169,395,1.7106,95500,INLAND,Tulare County
6601,-119.02,34.24,2374,702,5.8838,232600,<1H OCEAN,Ventura County
6602,-119.02,34.26,707,249,3.7974,228700,<1H OCEAN,Ventura County
6603,-119.02,35.3,4611,1310,3.6369,81600,INLAND,Kern County
6604,-119.02,35.32,1821,561,3.3529,82600,INLAND,Kern County
6605,-119.02,35.33,3265,1214,2.45265,75250,INLAND,Kern County
6606,-119.02,35.34,3212,1124,2.4256,64566.66667,INLAND,Kern County
6607,-119.02,35.35,1446,554,2.11185,69650,INLAND,Kern County
6608,-119.02,35.36,1794,678,2.39445,71850,INLAND,Kern County
6609,-119.02,35.37,1521,549,1.7213,61600,INLAND,Kern County
6610,-119.02,35.38,165,94,0.99645,61900,INLAND,Kern County
6611,-119.02,35.39,275,150,1.6991,66250,INLAND,Kern County
6612,-119.02,35.41,3816,1601,1.783233333,56766.66667,INLAND,Kern County
6613,-119.02,35.42,3680,1452,2.0845,60525,INLAND,Kern County
6614,-119.02,35.43,956,379,3.1736,70700,INLAND,Kern County
6615,-119.02,35.44,1527,597,4.0125,84400,INLAND,Kern County
6616,-119.02,36.05,1336,456,2.2202,65200,INLAND,Tulare County
6617,-119.02,36.06,1908,511,1.3952,43100,INLAND,Tulare County
6618,-119.02,36.07,2361,803,1.60285,56950,INLAND,Tulare County
6619,-119.02,36.09,1254,420,3.0234,88600,INLAND,Tulare County
6620,-119.02,37.64,265,112,3.2431,221400,INLAND,Mono County
6621,-119.01,34.23,2760,985,4.693,232200,<1H OCEAN,Ventura County
6622,-119.01,35.24,66,21,3.125,65000,INLAND,Kern County
6623,-119.01,35.28,4163,1307,2.7659,77500,INLAND,Kern County
6624,-119.01,35.3,4893,1520,3.9054,80900,INLAND,Kern County
6625,-119.01,35.31,4101,1436,2.1006,74800,INLAND,Kern County
6626,-119.01,35.32,2717,928,2.596,70000,INLAND,Kern County
6627,-119.01,35.33,2574,820,1.98315,51550,INLAND,Kern County
6628,-119.01,35.34,1395,465,2.29165,55200,INLAND,Kern County
6629,-119.01,35.35,1288,436,2.05,57950,INLAND,Kern County
6630,-119.01,35.36,3970,1337,1.317133333,56433.33333,INLAND,Kern County
6631,-119.01,35.37,3179,839,1.6499,60480,INLAND,Kern County
6632,-119.01,35.38,858,320,1.237366667,58533.33333,INLAND,Kern County
6633,-119.01,35.39,1134,419,1.8289,59400,INLAND,Kern County
6634,-119.01,35.4,4781,1919,1.7109,44600,INLAND,Kern County
6635,-119.01,35.44,1465,621,2.5806,82500,INLAND,Kern County
6636,-119.01,36.02,1768,688,2.375,79800,INLAND,Tulare County
6637,-119.01,36.05,839,276,1.3807,53100,INLAND,Tulare County
6638,-119.01,36.06,1392,359,1.6812,47700,INLAND,Tulare County
6639,-119.01,36.07,1330,508,1.6103,50900,INLAND,Tulare County
6640,-119.01,36.08,1154,348,1.8857,55500,INLAND,Tulare County
6641,-119,34.08,578,291,5.4346,428600,NEAR OCEAN,Ventura County
6642,-119,34.19,1317,743,4.2917,227900,<1H OCEAN,Ventura County
6643,-119,35.31,767,273,1.6522,53300,INLAND,Kern County
6644,-119,35.33,620,207,1.9417,53800,INLAND,Kern County
6645,-119,35.35,2961,872,1.8085,55400,INLAND,Kern County
6646,-119,35.36,2827,622,1.3094,44900,INLAND,Kern County
6647,-119,35.37,216,80,2.2212,55500,INLAND,Kern County
6648,-119,35.39,1851,787,3.30015,75750,INLAND,Kern County
6649,-119,35.4,928,379,4.3906,93900,INLAND,Kern County
6650,-119,36.05,1986,662,1.5506,52300,INLAND,Tulare County
6651,-119,36.06,396,142,4.0833,81300,INLAND,Tulare County
6652,-119,36.07,509,175,2.9815,73000,INLAND,Tulare County
6653,-118.99,34.23,4830,1606,6.6246,284200,<1H OCEAN,Ventura County
6654,-118.99,35.24,213,71,2.35,91700,INLAND,Kern County
6655,-118.99,35.27,242,87,1.1528,150000,INLAND,Kern County
6656,-118.99,35.3,1461,405,2.9402,56200,INLAND,Kern County
6657,-118.99,35.32,1437,486,1.29315,48050,INLAND,Kern County
6658,-118.99,35.33,1311,390,1.6786,52900,INLAND,Kern County
6659,-118.99,35.35,2489,618,1.4209,47700,INLAND,Kern County
6660,-118.99,35.36,2378,684,1.1684,48550,INLAND,Kern County
6661,-118.99,35.37,1557,396,1.60325,57750,INLAND,Kern County
6662,-118.99,35.38,2141,602,1.37375,54250,INLAND,Kern County
6663,-118.99,35.39,3895,1298,1.980366667,58100,INLAND,Kern County
6664,-118.99,35.4,1679,695,3.7961,87500,INLAND,Kern County
6665,-118.99,36.06,1317,386,1.7564,42600,INLAND,Tulare County
6666,-118.99,36.07,672,169,2.975,63900,INLAND,Tulare County
6667,-118.99,37.63,483,224,3.2917,231800,INLAND,Mono County
6668,-118.99,37.65,338,141,5.01,195500,INLAND,Mono County
6669,-118.98,34.16,1251,387,5.7676,241300,<1H OCEAN,Ventura County
6670,-118.98,34.4,795,227,4.4219,338100,<1H OCEAN,Ventura County
6671,-118.98,35.35,511,124,1.7614,33200,INLAND,Kern County
6672,-118.98,35.36,1992,506,1.4799,46050,INLAND,Kern County
6673,-118.98,35.37,1893,510,1.06565,52500,INLAND,Kern County
6674,-118.98,35.38,4630,1266,1.258075,51250,INLAND,Kern County
6675,-118.98,35.39,4443,1247,1.287966667,48900,INLAND,Kern County
6676,-118.98,35.4,2172,754,3.080633333,73166.66667,INLAND,Kern County
6677,-118.98,35.41,640,274,3.875,94500,INLAND,Kern County
6678,-118.98,36.06,1497,417,2.343,47400,INLAND,Tulare County
6679,-118.98,37.64,1160,453,3.05,188900,INLAND,Mono County
6680,-118.98,37.65,483,208,4.5375,169800,INLAND,Mono County
6681,-118.98,38.03,419,170,3.5469,82500,INLAND,Mono County
6682,-118.97,34.18,3419,1058,7.0242,293100,<1H OCEAN,Ventura County
6683,-118.97,35.36,1219,312,1.5743,46700,INLAND,Kern County
6684,-118.97,35.37,3317,955,1.671366667,49800,INLAND,Kern County
6685,-118.97,35.38,3562,1009,1.3317,50766.66667,INLAND,Kern County
6686,-118.97,35.39,1547,441,2.774,59500,INLAND,Kern County
6687,-118.97,35.4,854,309,3.1906,76200,INLAND,Kern County
6688,-118.97,35.41,937,303,3.996,85500,INLAND,Kern County
6689,-118.97,36.06,1100,244,1.975,51400,INLAND,Tulare County
6690,-118.97,37.64,1155,469,3.254933333,129166.6667,INLAND,Mono County
6691,-118.96,34.18,1384,436,6.1306,258200,<1H OCEAN,Ventura County
6692,-118.96,34.19,587,296,1.9811,162500,<1H OCEAN,Ventura County
6693,-118.96,34.23,6301,2829,3.9699,217000,<1H OCEAN,Ventura County
6694,-118.96,34.3,1567,467,6.907,500001,<1H OCEAN,Ventura County
6695,-118.96,35.36,1738,480,2.4848,54000,INLAND,Kern County
6696,-118.96,35.37,2966,891,1.690966667,53366.66667,INLAND,Kern County
6697,-118.96,35.38,1861,758,3.3651,89250,INLAND,Kern County
6698,-118.96,35.39,2842,1042,3.1297,79000,INLAND,Kern County
6699,-118.96,35.4,3675,1268,3.39245,89050,INLAND,Kern County
6700,-118.96,35.41,1542,659,2.947,87100,INLAND,Kern County
6701,-118.96,35.87,888,277,3.7794,96200,INLAND,Tulare County
6702,-118.96,36.49,636,183,1.742,118800,INLAND,Tulare County
6703,-118.96,36.66,320,133,3.1964,80000,INLAND,Tulare County
6704,-118.96,37.64,901,345,4.2381,242700,INLAND,Mono County
6705,-118.95,34.16,1397,410,6.541,291500,<1H OCEAN,Ventura County
6706,-118.95,34.17,2223,706,6.44855,296250,<1H OCEAN,Ventura County
6707,-118.95,34.18,1121,365,6.0994,254900,<1H OCEAN,Ventura County
6708,-118.95,34.19,1318,424,4.675,228800,<1H OCEAN,Ventura County
6709,-118.95,34.81,1089,412,3.1364,123500,INLAND,Kern County
6710,-118.95,34.83,1338,550,2.9891,116500,INLAND,Kern County
6711,-118.95,35.26,667,184,4,94500,INLAND,Kern County
6712,-118.95,35.32,2007,541,3.2738,78700,INLAND,Kern County
6713,-118.95,35.36,1753,482,2.1078,54700,INLAND,Kern County
6714,-118.95,35.37,2005,644,1.9158,58350,INLAND,Kern County
6715,-118.95,35.38,2325,853,3.6594,89150,INLAND,Kern County
6716,-118.95,35.4,2136,883,3.6875,101700,INLAND,Kern County
6717,-118.95,35.41,1889,688,3.875,99500,INLAND,Kern County
6718,-118.94,34.16,493,142,8.0428,500001,<1H OCEAN,Ventura County
6719,-118.94,34.17,2484,716,5.9492,267500,<1H OCEAN,Ventura County
6720,-118.94,34.18,3611,1089,5.72025,240750,<1H OCEAN,Ventura County
6721,-118.94,34.24,4253,1120,8.9063,500001,<1H OCEAN,Ventura County
6722,-118.94,35.36,1823,500,3.1281,76200,INLAND,Kern County
6723,-118.94,35.37,4113,1269,2.263866667,58233.33333,INLAND,Kern County
6724,-118.94,35.38,2365,743,3.7533,87000,INLAND,Kern County
6725,-118.94,35.39,2541,849,6.61715,166600,INLAND,Kern County
6726,-118.94,35.4,2815,935,4.2214,104600,INLAND,Kern County
6727,-118.94,35.41,1539,483,6.3639,143000,INLAND,Kern County
6728,-118.94,36.32,986,358,4.0703,147100,INLAND,Tulare County
6729,-118.94,37.13,1006,334,4.1563,94000,INLAND,NULL
6730,-118.93,34.18,1248,412,6.187,287900,<1H OCEAN,Ventura County
6731,-118.93,34.2,1655,557,3.886,281300,<1H OCEAN,Ventura County
6732,-118.93,34.36,1071,296,4.6607,187900,<1H OCEAN,Ventura County
6733,-118.93,34.4,2422,637,3.7092,190500,<1H OCEAN,Ventura County
6734,-118.93,34.82,552,220,3.7666,121100,INLAND,Kern County
6735,-118.93,35.37,1558,421,2.6903,62800,INLAND,Kern County
6736,-118.93,35.44,557,227,6.1563,204200,INLAND,Kern County
6737,-118.93,36.1,1654,576,2.3792,90000,INLAND,Tulare County
6738,-118.93,36.19,951,523,2.6184,113900,INLAND,Tulare County
6739,-118.92,34.17,685,244,5.9836,294800,<1H OCEAN,Ventura County
6740,-118.92,34.18,1067,323,6.3522,259300,<1H OCEAN,Ventura County
6741,-118.92,34.19,2585,923,3.0691,130400,<1H OCEAN,Ventura County
6742,-118.92,34.4,1060,279,3.3152,198000,<1H OCEAN,Ventura County
6743,-118.92,34.41,2664,571,3.0893,173400,<1H OCEAN,Ventura County
6744,-118.92,35.13,909,253,1.9236,106300,INLAND,Kern County
6745,-118.92,35.26,3450,920,2.0174,63700,INLAND,Kern County
6746,-118.92,35.37,1746,640,2.4919,75700,INLAND,Kern County
6747,-118.92,35.38,1733,545,3.8307,70600,INLAND,Kern County
6748,-118.92,35.47,664,254,6.2885,216400,INLAND,Kern County
6749,-118.92,36.04,521,212,2.9208,98500,INLAND,Tulare County
6750,-118.91,34.18,1381,733,2.8958,176000,<1H OCEAN,Ventura County
6751,-118.91,34.22,2659,783,6.7559,312000,<1H OCEAN,Ventura County
6752,-118.91,34.28,3246,1062,5.2206,280200,<1H OCEAN,Ventura County
6753,-118.91,34.4,2065,586,3.2024,176100,<1H OCEAN,Ventura County
6754,-118.91,35.24,2949,699,1.7716,45500,INLAND,Kern County
6755,-118.91,35.27,1344,306,2.0921,61400,INLAND,Kern County
6756,-118.91,35.3,1233,351,2.7845,82200,INLAND,Kern County
6757,-118.91,35.37,2590,721,3.3462,67600,INLAND,Kern County
6758,-118.91,35.4,1398,763,2.569,113000,INLAND,Kern County
6759,-118.91,36.79,187,80,3.7857,78600,INLAND,Fresno County
6760,-118.9,34.14,576,216,5.1457,500001,<1H OCEAN,Ventura County
6761,-118.9,34.17,1880,731,5.3558,313800,<1H OCEAN,Ventura County
6762,-118.9,34.18,1660,509,6.4578,318200,<1H OCEAN,Ventura County
6763,-118.9,34.19,573,182,10.0595,500001,<1H OCEAN,Ventura County
6764,-118.9,34.2,2304,778,7.9943,452100,<1H OCEAN,Ventura County
6765,-118.9,34.26,11956,3478,6.9712,321300,<1H OCEAN,Ventura County
6766,-118.9,34.3,3188,971,5.5925,208600,<1H OCEAN,Ventura County
6767,-118.9,34.4,1163,524,1.5781,134400,<1H OCEAN,Ventura County
6768,-118.9,34.41,2304,720,4.2599,209100,<1H OCEAN,Ventura County
6769,-118.9,35.26,5666,1457,1.9066,54600,INLAND,Kern County
6770,-118.9,35.41,2320,935,3.0938,100800,INLAND,Kern County
6771,-118.89,34.22,1651,591,5.5402,264600,<1H OCEAN,Ventura County
6772,-118.89,34.28,678,171,5.8133,195700,<1H OCEAN,Ventura County
6773,-118.89,34.29,1334,318,3.4375,194100,<1H OCEAN,Ventura County
6774,-118.89,34.33,265,66,3.125,375000,<1H OCEAN,Ventura County
6775,-118.88,34.02,5175,2173,7.7848,500001,NEAR OCEAN,Los Angeles County
6776,-118.88,34.17,1701,669,5.1033,410700,<1H OCEAN,Ventura County
6777,-118.88,34.19,4074,1916,5.5796,269300,<1H OCEAN,Ventura County
6778,-118.88,34.2,1938,594,7.3409,316000,<1H OCEAN,Ventura County
6779,-118.88,34.21,654,199,6.5851,300000,<1H OCEAN,Ventura County
6780,-118.88,34.22,3572,901,6.0154,288750,<1H OCEAN,Ventura County
6781,-118.88,34.28,2751,710,4.0474,182100,<1H OCEAN,Ventura County
6782,-118.88,34.42,360,115,6.1244,375000,<1H OCEAN,Ventura County
6783,-118.88,35.34,762,253,2.1111,105300,INLAND,Kern County
6784,-118.87,34.18,3188,1308,3.4676,212800,<1H OCEAN,Ventura County
6785,-118.87,34.19,1338,406,5.5224,240700,<1H OCEAN,Ventura County
6786,-118.87,34.2,775,244,7.001,286800,<1H OCEAN,Ventura County
6787,-118.87,34.21,1881,592,6.2935,258000,<1H OCEAN,Ventura County
6788,-118.87,34.22,1566,434,6.2423,305400,<1H OCEAN,Ventura County
6789,-118.87,34.23,1858,689,6.0145,287100,<1H OCEAN,Ventura County
6790,-118.87,35.37,1352,411,3.5441,87000,INLAND,Kern County
6791,-118.87,35.65,584,223,3.4792,94600,INLAND,Kern County
6792,-118.86,34.07,970,172,8.0144,500001,NEAR OCEAN,Los Angeles County
6793,-118.86,34.16,578,235,10.2614,410800,<1H OCEAN,Ventura County
6794,-118.86,34.19,2796,889,6.5076,353100,<1H OCEAN,Ventura County
6795,-118.86,34.2,1199,390,4.125,264600,<1H OCEAN,Ventura County
6796,-118.86,34.21,2020,648,4.1576,211800,<1H OCEAN,Ventura County
6797,-118.86,34.22,2563,807,5.646933333,245100,<1H OCEAN,Ventura County
6798,-118.86,35.9,161,47,4.125,71300,INLAND,Tulare County
6799,-118.86,36.41,1195,491,3.0391,139700,INLAND,Tulare County
6800,-118.85,34.04,1509,509,8.4476,500001,NEAR OCEAN,Los Angeles County
6801,-118.85,34.14,2168,807,8.43605,394850,<1H OCEAN,NULL
6802,-118.85,34.17,220,81,4.5625,318800,<1H OCEAN,Ventura County
6803,-118.85,34.18,3089,1365,3.5504,173800,<1H OCEAN,Ventura County
6804,-118.85,34.19,967,321,6.5162,349400,<1H OCEAN,Ventura County
6805,-118.85,34.2,848,280,6.7612,323700,<1H OCEAN,Ventura County
6806,-118.85,34.21,2051,629,4.20035,224050,<1H OCEAN,Ventura County
6807,-118.85,34.23,2230,737,6.4823,290900,<1H OCEAN,Ventura County
6808,-118.85,34.25,1992,660,7.2965,342900,<1H OCEAN,Ventura County
6809,-118.85,34.27,130,35,3.3438,500001,<1H OCEAN,Ventura County
6810,-118.85,35.2,2566,641,1.9907,51200,INLAND,Kern County
6811,-118.85,35.23,1222,395,1.7656,68000,INLAND,Kern County
6812,-118.84,34.11,2484,965,5.8788,500001,NEAR OCEAN,Los Angeles County
6813,-118.84,34.15,1527,507,8.4443,358500,<1H OCEAN,Ventura County
6814,-118.84,34.16,2571,1018,5.22,399400,<1H OCEAN,Ventura County
6815,-118.84,34.17,1877,816,3.2176,187500,<1H OCEAN,Ventura County
6816,-118.84,34.21,2537,971,5.2361,224700,<1H OCEAN,Ventura County
6817,-118.84,34.22,1418,432,7.5118,361900,<1H OCEAN,Ventura County
6818,-118.83,34.14,1121,492,8.2799,410900.5,NEAR OCEAN,Los Angeles County
6819,-118.83,34.15,1227,641,4.2857,233200,NEAR OCEAN,Ventura County
6820,-118.83,34.17,1917,624,8.1397,353900,<1H OCEAN,Ventura County
6821,-118.83,34.18,2050,738,6.3586,348300,<1H OCEAN,Ventura County
6822,-118.83,34.23,3385,1010,8.7288,425800,<1H OCEAN,Ventura County
6823,-118.83,34.33,3196,1157,5.4493,242600,<1H OCEAN,Ventura County
6824,-118.83,35.2,1763,453,2.1357,53500,INLAND,Kern County
6825,-118.83,35.27,717,196,2.6302,81300,INLAND,Kern County
6826,-118.82,34.14,4054,1671,6.9935,385500,NEAR OCEAN,Los Angeles County
6827,-118.82,34.15,222,109,7.8528,337500,NEAR OCEAN,Ventura County
6828,-118.82,35.2,1910,455,2.1136,57300,INLAND,Kern County
6829,-118.82,35.23,2302,574,1.9688,53900,INLAND,Kern County
6830,-118.82,36.13,534,231,2.8906,65700,INLAND,Tulare County
6831,-118.81,34.25,3950,1661,5.716,320800,<1H OCEAN,Ventura County
6832,-118.81,34.28,1882,694,4.1607,196800,<1H OCEAN,Ventura County
6833,-118.8,34.15,647,180,6.8474,356700,NEAR OCEAN,Los Angeles County
6834,-118.8,34.19,5495,2152,8.6499,500001,<1H OCEAN,Ventura County
6835,-118.8,34.21,661,209,6.2893,282700,<1H OCEAN,Ventura County
6836,-118.8,34.27,1577,584,4.6985,264100,<1H OCEAN,Ventura County
6837,-118.8,34.41,1148,347,2.7,120400,<1H OCEAN,Ventura County
6838,-118.79,34.14,1143,466,5.8548,500001,NEAR OCEAN,Los Angeles County
6839,-118.79,34.26,761,241,7.2137,401900,<1H OCEAN,Ventura County
6840,-118.79,34.27,595,197,4.5833,198500,<1H OCEAN,Ventura County
6841,-118.78,34.05,487,199,6.83,500001,NEAR OCEAN,Los Angeles County
6842,-118.78,34.16,12873,3931,8.0137,399200,NEAR OCEAN,Los Angeles County
6843,-118.78,34.25,833,231,7.7785,404700,<1H OCEAN,Ventura County
6844,-118.78,34.26,1834,565,6.0487,254500,<1H OCEAN,Ventura County
6845,-118.78,34.27,1798,613,3.6761,170900,<1H OCEAN,Ventura County
6846,-118.77,34.24,6700,2080,6.4963,308100,<1H OCEAN,Ventura County
6847,-118.77,34.26,1825,468,5.6385,196900,<1H OCEAN,Ventura County
6848,-118.77,34.27,2869,987,3.73555,203150,<1H OCEAN,Ventura County
6849,-118.77,34.28,5119,1652,5.0071,193700,<1H OCEAN,Ventura County
6850,-118.76,34.13,2030,674,6.5571,500001,NEAR OCEAN,Los Angeles County
6851,-118.76,34.26,2029,598,4.98555,206250,<1H OCEAN,Ventura County
6852,-118.76,34.28,1114,322,5.8578,266300,<1H OCEAN,Ventura County
6853,-118.75,34.1,857,317,4.5333,377300,NEAR OCEAN,Los Angeles County
6854,-118.75,34.17,3931,1213,6.0912,336000,NEAR OCEAN,Ventura County
6855,-118.75,34.18,6187,2207,6.6122,357600,NEAR OCEAN,Ventura County
6856,-118.75,34.26,2365,633,5.46955,195750,<1H OCEAN,Ventura County
6857,-118.75,34.27,5603,1571,5.67575,227675,<1H OCEAN,Ventura County
6858,-118.75,34.28,2593,751,5.44835,213250,<1H OCEAN,Ventura County
6859,-118.75,34.29,2734,814,6.6073,258100,<1H OCEAN,Ventura County
6860,-118.75,34.33,243,77,8.2787,330000,<1H OCEAN,Ventura County
6861,-118.75,34.42,545,154,2.4167,191700,<1H OCEAN,Ventura County
6862,-118.74,34.05,2782,584,7.9184,500001,NEAR OCEAN,Los Angeles County
6863,-118.74,34.25,960,284,5.4243,214700,<1H OCEAN,Ventura County
6864,-118.74,34.26,4145,1129,5.1404,213250,<1H OCEAN,Ventura County
6865,-118.74,34.27,1488,505,4.18,215000,<1H OCEAN,Ventura County
6866,-118.74,34.28,1974,634,5.9024,221000,<1H OCEAN,Ventura County
6867,-118.74,36.23,442,136,2.6447,137500,INLAND,Tulare County
6868,-118.74,37.58,1085,448,3.7315,159300,INLAND,Mono County
6869,-118.73,34.27,4000,1228,5.1045,215550,<1H OCEAN,Ventura County
6870,-118.73,34.29,5036,1477,7.1502,310200,<1H OCEAN,Ventura County
6871,-118.73,36.01,1910,594,2.8603,128900,INLAND,Tulare County
6872,-118.72,34.14,9873,4012,5.4032,318500,NEAR OCEAN,Los Angeles County
6873,-118.72,34.28,4380,1325,5.593,220066.6667,<1H OCEAN,Ventura County
6874,-118.72,34.29,1595,494,6.0368,248000,<1H OCEAN,Ventura County
6875,-118.71,34.27,719,232,3.163,179400,<1H OCEAN,Ventura County
6876,-118.71,34.28,1773,580,4.6528,186600,<1H OCEAN,Ventura County
6877,-118.71,34.29,2635,864,5.76515,261600,<1H OCEAN,Ventura County
6878,-118.71,34.3,1677,496,6.4341,285850,<1H OCEAN,Ventura County
6879,-118.7,34.24,1011,378,4.504,204300,<1H OCEAN,Ventura County
6880,-118.7,34.28,3504,1163,4.307833333,228133.3333,<1H OCEAN,Ventura County
6881,-118.7,34.29,862,268,6.1834,229800,<1H OCEAN,Ventura County
6882,-118.7,34.3,2040,619,6.1604,235550,<1H OCEAN,Ventura County
6883,-118.7,34.53,7158,2311,5.4284,236300,INLAND,Los Angeles County
6884,-118.7,35.82,658,247,2.3937,82100,INLAND,Tulare County
6885,-118.69,34.08,117,41,9.7646,500001,NEAR OCEAN,Los Angeles County
6886,-118.69,34.18,415,119,10.0472,500001,<1H OCEAN,Ventura County
6887,-118.69,34.21,1179,371,12.542,500001,<1H OCEAN,Ventura County
6888,-118.68,34.08,55,21,3.9934,500001,NEAR OCEAN,Los Angeles County
6889,-118.68,34.13,3029,1227,6.7273,500001,<1H OCEAN,Los Angeles County
6890,-118.68,34.27,3293,1120,4.7669,217150,<1H OCEAN,Ventura County
6891,-118.68,34.28,6387,2336,4.8998,230500,<1H OCEAN,Ventura County
6892,-118.68,34.33,67,27,2.9821,325000,<1H OCEAN,Ventura County
6893,-118.67,34.16,6214,2118,9.1228,500001,<1H OCEAN,Los Angeles County
6894,-118.67,34.27,3249,1267,4.26295,198200,<1H OCEAN,Ventura County
6895,-118.67,34.28,2133,634,5.6949,235300,<1H OCEAN,Ventura County
6896,-118.67,34.3,2440,736,7.9013,393000,<1H OCEAN,Ventura County
6897,-118.66,34.02,2750,1208,8.7364,500001,NEAR OCEAN,Los Angeles County
6898,-118.66,34.1,907,366,10.076,500001,NEAR OCEAN,Los Angeles County
6899,-118.66,34.18,2519,843,8.3912,419000,<1H OCEAN,Los Angeles County
6900,-118.66,34.19,3221,1043,7.642,374900,<1H OCEAN,Los Angeles County
6901,-118.66,34.23,263,110,6.1288,350000,<1H OCEAN,Los Angeles County
6902,-118.66,34.43,1556,386,3.775,155000,INLAND,Los Angeles County
6903,-118.66,35.2,3617,1370,4.0581,162900,INLAND,Kern County
6904,-118.65,34.18,2785,969,6.2084,303950,<1H OCEAN,Los Angeles County
6905,-118.65,34.19,1346,497,5.2016,243000,<1H OCEAN,Los Angeles County
6906,-118.65,34.2,3037,1058,6.9223,338400,<1H OCEAN,Los Angeles County
6907,-118.65,34.21,2315,687,9.6465,500001,<1H OCEAN,Los Angeles County
6908,-118.65,34.27,934,306,6.0783,229200,<1H OCEAN,Ventura County
6909,-118.65,36.57,570,225,1.4821,143300,INLAND,Tulare County
6910,-118.64,34.17,2574,883,7.7846,409000,<1H OCEAN,Los Angeles County
6911,-118.64,34.18,1784,615,5.1641,263400,<1H OCEAN,Los Angeles County
6912,-118.64,34.19,3909,1368,5.347466667,247100,<1H OCEAN,Los Angeles County
6913,-118.64,34.22,3068,1013,7.65405,361850,<1H OCEAN,Los Angeles County
6914,-118.64,34.25,581,268,5.4024,253000,<1H OCEAN,Ventura County
6915,-118.63,34.11,1521,653,5.8735,448100,<1H OCEAN,Los Angeles County
6916,-118.63,34.16,2412,906,6.7381,370200,<1H OCEAN,Los Angeles County
6917,-118.63,34.17,2019,743,5.5798,338200,<1H OCEAN,Los Angeles County
6918,-118.63,34.18,2738,963,6.7333,411350,<1H OCEAN,Los Angeles County
6919,-118.63,34.19,1741,563,5.1529,259600,<1H OCEAN,Los Angeles County
6920,-118.63,34.2,2814,950,6.7785,336100,<1H OCEAN,Los Angeles County
6921,-118.63,34.21,1762,588,5.5709,244800,<1H OCEAN,Los Angeles County
6922,-118.63,34.22,670,205,6.5146,277600,<1H OCEAN,Los Angeles County
6923,-118.63,34.24,1884,915,4.8333,277200,<1H OCEAN,Los Angeles County
6924,-118.62,34.06,1530,601,7.4001,500001,NEAR OCEAN,Los Angeles County
6925,-118.62,34.15,2493,780,7.9814,409900,<1H OCEAN,Los Angeles County
6926,-118.62,34.17,2219,815,4.9443,285550,<1H OCEAN,Los Angeles County
6927,-118.62,34.18,1241,439,6.4044,333100,<1H OCEAN,Los Angeles County
6928,-118.62,34.19,905,315,5.5101,267400,<1H OCEAN,Los Angeles County
